,BO-0_FA_BB,BO-0_FD_BB,BO-0_FR_BB,BO-0_FS_BB,BO-0_MA_BB,BO-0_MA_BBavg,BO-0_MD_BB,BO-0_MD_BBavg,BO-0_MR_BB,BO-0_MR_BBavg,BO-0_MS_BB,BO-0_MS_BBavg,BO-1_FA_BB,BO-1_FD_BB,BO-1_FR_BB,BO-1_FS_BB,BO-1_MA_BB,BO-1_MA_BBavg,BO-1_MD_BB,BO-1_MD_BBavg,BO-1_MR_BB,BO-1_MR_BBavg,BO-1_MS_BB,BO-1_MS_BBavg,BO-2_FA_BB,BO-2_FD_BB,BO-2_FR_BB,BO-2_FS_BB,BO-2_MA_BB,BO-2_MA_BBavg,BO-2_MD_BB,BO-2_MD_BBavg,BO-2_MR_BB,BO-2_MR_BBavg,BO-2_MS_BB,BO-2_MS_BBavg,BO-3_FA_BB,BO-3_FD_BB,BO-3_FR_BB,BO-3_FS_BB,BO-3_MA_BB,BO-3_MA_BBavg,BO-3_MD_BB,BO-3_MD_BBavg,BO-3_MR_BB,BO-3_MR_BBavg,BO-3_MS_BB,BO-3_MS_BBavg,BO-4_FA_BB,BO-4_FD_BB,BO-4_FR_BB,BO-4_FS_BB,BO-4_MA_BB,BO-4_MA_BBavg,BO-4_MD_BB,BO-4_MD_BBavg,BO-4_MR_BB,BO-4_MR_BBavg,BO-4_MS_BB,BO-4_MS_BBavg,BO-5_FA_BB,BO-5_FD_BB,BO-5_FR_BB,BO-5_FS_BB,BO-5_MA_BB,BO-5_MA_BBavg,BO-5_MD_BB,BO-5_MD_BBavg,BO-5_MR_BB,BO-5_MR_BBavg,BO-5_MS_BB,BO-5_MS_BBavg,BO-6_FA_BB,BO-6_FD_BB,BO-6_FR_BB,BO-6_FS_BB,BO-6_MA_BB,BO-6_MA_BBavg,BO-6_MD_BB,BO-6_MD_BBavg,BO-6_MR_BB,BO-6_MR_BBavg,BO-6_MS_BB,BO-6_MS_BBavg,I-0_FA_BB,I-0_FD_BB,I-0_FR_BB,I-0_FS_BB,I-0_MA_BB,I-0_MA_BBavg,I-0_MD_BB,I-0_MD_BBavg,I-0_MR_BB,I-0_MR_BBavg,I-0_MS_BB,I-0_MS_BBavg,I-1_FA_BB,I-1_FD_BB,I-1_FR_BB,I-1_FS_BB,I-1_MA_BB,I-1_MA_BBavg,I-1_MD_BB,I-1_MD_BBavg,I-1_MR_BB,I-1_MR_BBavg,I-1_MS_BB,I-1_MS_BBavg,I-2_FA_BB,I-2_FD_BB,I-2_FR_BB,I-2_FS_BB,I-2_MA_BB,I-2_MA_BBavg,I-2_MD_BB,I-2_MD_BBavg,I-2_MR_BB,I-2_MR_BBavg,I-2_MS_BB,I-2_MS_BBavg,I-3_FA_BB,I-3_FD_BB,I-3_FR_BB,I-3_FS_BB,I-3_MA_BB,I-3_MA_BBavg,I-3_MD_BB,I-3_MD_BBavg,I-3_MR_BB,I-3_MR_BBavg,I-3_MS_BB,I-3_MS_BBavg,I-4_FA_BB,I-4_FD_BB,I-4_FR_BB,I-4_FS_BB,I-4_MA_BB,I-4_MA_BBavg,I-4_MD_BB,I-4_MD_BBavg,I-4_MR_BB,I-4_MR_BBavg,I-4_MS_BB,I-4_MS_BBavg,I-5_FA_BB,I-5_FD_BB,I-5_FR_BB,I-5_FS_BB,I-5_MA_BB,I-5_MA_BBavg,I-5_MD_BB,I-5_MD_BBavg,I-5_MR_BB,I-5_MR_BBavg,I-5_MS_BB,I-5_MS_BBavg,I-6_FA_BB,I-6_FD_BB,I-6_FR_BB,I-6_FS_BB,I-6_MA_BB,I-6_MA_BBavg,I-6_MD_BB,I-6_MD_BBavg,I-6_MR_BB,I-6_MR_BBavg,I-6_MS_BB,I-6_MS_BBavg,d-0_FA_BB,d-0_FD_BB,d-0_FR_BB,d-0_FS_BB,d-0_MA_BB,d-0_MA_BBavg,d-0_MD_BB,d-0_MD_BBavg,d-0_MR_BB,d-0_MR_BBavg,d-0_MS_BB,d-0_MS_BBavg,d-1_FA_BB,d-1_FD_BB,d-1_FR_BB,d-1_FS_BB,d-1_MA_BB,d-1_MA_BBavg,d-1_MD_BB,d-1_MD_BBavg,d-1_MR_BB,d-1_MR_BBavg,d-1_MS_BB,d-1_MS_BBavg,d-2_FA_BB,d-2_FD_BB,d-2_FR_BB,d-2_FS_BB,d-2_MA_BB,d-2_MA_BBavg,d-2_MD_BB,d-2_MD_BBavg,d-2_MR_BB,d-2_MR_BBavg,d-2_MS_BB,d-2_MS_BBavg,d-3_FA_BB,d-3_FD_BB,d-3_FR_BB,d-3_FS_BB,d-3_MA_BB,d-3_MA_BBavg,d-3_MD_BB,d-3_MD_BBavg,d-3_MR_BB,d-3_MR_BBavg,d-3_MS_BB,d-3_MS_BBavg,d-4_FA_BB,d-4_FD_BB,d-4_FR_BB,d-4_FS_BB,d-4_MA_BB,d-4_MA_BBavg,d-4_MD_BB,d-4_MD_BBavg,d-4_MR_BB,d-4_MR_BBavg,d-4_MS_BB,d-4_MS_BBavg,d-5_FA_BB,d-5_FD_BB,d-5_FR_BB,d-5_FS_BB,d-5_MA_BB,d-5_MA_BBavg,d-5_MD_BB,d-5_MD_BBavg,d-5_MR_BB,d-5_MR_BBavg,d-5_MS_BB,d-5_MS_BBavg,d-6_FA_BB,d-6_FD_BB,d-6_FR_BB,d-6_FS_BB,d-6_MA_BB,d-6_MA_BBavg,d-6_MD_BB,d-6_MD_BBavg,d-6_MR_BB,d-6_MR_BBavg,d-6_MS_BB,d-6_MS_BBavg,id
612,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,36.0,19.0,25.33333,37.0,36.0,9.0,19.0,-2.0,25.33333,6.33333,37.0,16.0,48.0,32.0,42.0,56.0,48.0,12.0,32.0,-1.0,42.0,10.5,56.0,23.0,80.0,40.0,50.0,80.0,80.0,20.0,40.0,-5.0,50.0,12.5,80.0,35.0,60.0,33.0,42.0,63.0,60.0,15.0,33.0,-3.0,42.0,10.5,63.0,27.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,44.0,33.0,44.0,55.0,44.0,11.0,33.0,0.0,44.0,11.0,55.0,22.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,74.8701313,0.0,1.0,17.3055056,74.8701313,4.6793832,0.0,0.0,1.0,1.0,17.3055056,4.3263764,94.1383655,49.6896841,40.106579,71.4488554,94.1383655,23.5345914,49.6896841,4.2627318,40.106579,10.0266448,71.4488554,26.0219031,124.7942395,80.7577912,73.6596191,109.6027708,124.7942395,31.1985599,80.7577912,9.3725804,73.6596191,18.4149048,109.6027708,38.2175601,160.2823662,111.2674341,106.7974335,148.3151504,160.2823662,40.0705915,111.2674341,13.9239649,106.7974335,26.6993584,148.3151504,50.9716813,130.0708251,88.8007282,84.1207918,118.8653395,130.0708251,32.5177063,88.8007282,10.9259528,84.1207918,21.030198,118.8653395,40.9905641,28.5821775,22.6550117,23.5752222,29.2615052,28.5821775,7.1455444,22.6550117,3.1863179,23.5752222,5.8938055,29.2615052,9.7928114,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
613,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,16.0,20.66667,40.0,48.0,12.0,16.0,-5.0,20.66667,5.16667,40.0,19.0,68.0,47.0,62.0,81.0,68.0,17.0,47.0,-1.0,62.0,15.5,81.0,33.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.6925506,0.0,1.0,16.5761938,68.6925506,4.2932844,0.0,0.0,1.0,1.0,16.5761938,4.1440485,89.0488736,47.2724902,39.0816772,68.7608667,89.0488736,22.2622184,47.2724902,3.7599814,39.0816772,9.7704193,68.7608667,25.2483579,152.4483675,114.2158991,116.3890736,151.0032024,152.4483675,38.1120919,114.2158991,14.7587361,116.3890736,29.0972684,151.0032024,51.5460393,30.47038,21.1878883,20.6341267,28.5406932,30.47038,7.617595,21.1878883,2.5396702,20.6341267,5.1585317,28.5406932,9.8924752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
614,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,36.0,19.0,25.33333,37.0,36.0,9.0,19.0,-2.0,25.33333,6.33333,37.0,16.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,68.0,31.0,38.0,65.0,68.0,17.0,31.0,-5.0,38.0,9.5,65.0,29.0,68.0,31.0,38.0,65.0,68.0,17.0,31.0,-5.0,38.0,9.5,65.0,29.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,77.18449,0.0,1.0,17.5709408,77.18449,4.8240306,0.0,0.0,1.0,1.0,17.5709408,4.3927352,98.657374,50.2686864,39.1755308,72.7278991,98.657374,24.6643435,50.2686864,4.1449668,39.1755308,9.7938827,72.7278991,26.6041795,170.9790882,121.1059515,117.2953982,160.0291009,170.9790882,42.7447721,121.1059515,15.6803069,117.2953982,29.3238496,160.0291009,54.6034563,132.0148749,90.3991442,85.4369852,120.4521451,132.0148749,33.0037187,90.3991442,11.3299107,85.4369852,21.3592463,120.4521451,41.3829116,132.0647796,90.3934639,85.411667,120.4578255,132.0647796,33.0161949,90.3934639,11.3242303,85.411667,21.3529167,120.4578255,41.388592,29.019351,23.0533039,23.9378343,29.6595184,29.019351,7.2548377,23.0533039,3.2859955,23.9378343,5.9844586,29.6595184,9.89221,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1
615,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,14.0,18.66667,34.0,40.0,10.0,14.0,-4.0,18.66667,4.66667,34.0,16.0,48.0,28.0,36.0,52.0,48.0,12.0,28.0,-2.0,36.0,9.0,52.0,22.0,56.0,38.0,50.0,66.0,56.0,14.0,38.0,-1.0,50.0,12.5,66.0,27.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,52.0,39.0,52.0,65.0,52.0,13.0,39.0,0.0,52.0,13.0,65.0,26.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.5178252,0.0,1.0,16.5550989,68.5178252,4.2823641,0.0,0.0,1.0,1.0,16.5550989,4.1387747,71.8369091,40.9867731,35.0675107,58.3438205,71.8369091,17.9592273,40.9867731,3.7378005,35.0675107,8.7668777,58.3438205,21.0948479,105.8854829,69.983607,65.9214834,95.5673823,105.8854829,26.4713707,69.983607,7.901986,65.9214834,16.4803709,95.5673823,33.4857613,126.0449501,92.3808164,92.7690787,122.8354698,126.0449501,31.5112375,92.3808164,11.6747091,92.7690787,23.1922697,122.8354698,42.1293625,9.1115021,7.1768007,7.5199264,9.3782982,9.1115021,2.2778755,7.1768007,0.9686386,7.5199264,1.8799816,9.3782982,3.1701361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1
616,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,14.0,18.66667,34.0,40.0,10.0,14.0,-4.0,18.66667,4.66667,34.0,16.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,84.0,59.0,78.0,101.0,84.0,21.0,59.0,-1.0,78.0,19.5,101.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,80.0,60.0,80.0,100.0,80.0,20.0,60.0,0.0,80.0,20.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64.9267811,0.0,1.0,16.1154312,64.9267811,4.0579238,0.0,0.0,1.0,1.0,16.1154312,4.0288578,62.9916812,40.528733,37.288182,56.1638545,62.9916812,15.7479203,40.528733,4.2690127,37.288182,9.3220455,56.1638545,19.9041342,92.7046493,52.9566467,44.8433749,75.9668033,92.7046493,23.1761623,52.9566467,4.6103529,44.8433749,11.2108437,75.9668033,27.6205096,184.1301783,138.3029006,142.0281097,184.0057243,184.1301783,46.0325446,138.3029006,17.4371663,142.0281097,35.5070274,184.0057243,63.13999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1
617,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,12.0,15.33333,28.0,32.0,8.0,12.0,-3.0,15.33333,3.83333,28.0,13.0,48.0,28.0,36.0,52.0,48.0,12.0,28.0,-2.0,36.0,9.0,52.0,22.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,20.0,15.0,20.0,25.0,20.0,5.0,15.0,0.0,20.0,5.0,25.0,10.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76.3052107,0.0,1.0,17.4705708,76.3052107,4.7690757,0.0,0.0,1.0,1.0,17.4705708,4.3676427,65.1721075,36.2156395,29.922938,51.1372143,65.1721075,16.2930269,36.2156395,3.4583193,29.922938,7.4807345,51.1372143,18.3798942,110.2294367,74.7339831,70.3924524,99.9717245,110.2294367,27.5573592,74.7339831,9.2193427,70.3924524,17.5981131,99.9717245,34.4570841,105.1362795,75.3170387,73.5629574,99.3886689,105.1362795,26.2840699,75.3170387,9.8023984,73.5629574,18.3907393,99.3886689,33.8740285,9.6131729,7.6347864,7.9375677,9.8357844,9.6131729,2.4032932,7.6347864,1.0833223,7.9375677,1.9843919,9.8357844,3.2843204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1
618,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,14.0,18.66667,34.0,40.0,10.0,14.0,-4.0,18.66667,4.66667,34.0,16.0,52.0,27.0,34.0,53.0,52.0,13.0,27.0,-3.0,34.0,8.5,53.0,23.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64.5431661,0.0,1.0,16.0677523,64.5431661,4.0339479,0.0,0.0,1.0,1.0,16.0677523,4.0169381,63.1822875,40.3387733,36.8779128,56.0677406,63.1822875,15.7955719,40.3387733,4.1863306,36.8779128,9.2194782,56.0677406,19.9152979,108.1071257,66.8823523,61.0074146,93.7951709,108.1071257,27.0267814,66.8823523,6.6282811,61.0074146,15.2518536,93.7951709,33.5410997,140.9278998,102.9664356,104.0533414,138.0498492,140.9278998,35.2319749,102.9664356,12.5853288,104.0533414,26.0133353,138.0498492,47.6687424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
619,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,55.0,24.0,26.66667,46.0,55.0,11.0,24.0,-4.0,26.66667,5.33333,46.0,18.0,55.0,39.0,47.5,61.0,55.0,11.0,39.0,-1.0,47.5,9.5,61.0,21.0,30.0,24.0,30.0,36.0,30.0,6.0,24.0,0.0,30.0,6.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,35.0,28.0,35.0,42.0,35.0,7.0,28.0,0.0,35.0,7.0,42.0,14.0,50.0,40.0,50.0,60.0,50.0,10.0,40.0,0.0,50.0,10.0,60.0,20.0,30.0,24.0,30.0,36.0,30.0,6.0,24.0,0.0,30.0,6.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,128.1587872,0.0,1.0,22.6414476,128.1587872,5.1263515,0.0,0.0,1.0,1.0,22.6414476,4.5282895,104.5335204,70.011247,60.5720903,88.4788861,104.5335204,20.9067041,70.011247,6.6151938,60.5720903,12.1144181,88.4788861,25.0828328,138.2715509,100.9932176,94.3779059,125.4212583,138.2715509,27.6543102,100.9932176,10.4274272,94.3779059,18.8755812,125.4212583,34.8554679,82.437762,60.6423206,56.8213135,75.206365,82.437762,16.4875524,60.6423206,6.3028463,56.8213135,11.3642627,75.206365,20.8668908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1
620,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,12.0,15.33333,28.0,32.0,8.0,12.0,-3.0,15.33333,3.83333,28.0,13.0,44.0,29.0,38.0,51.0,44.0,11.0,29.0,-1.0,38.0,9.5,51.0,21.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,20.0,15.0,20.0,25.0,20.0,5.0,15.0,0.0,20.0,5.0,25.0,10.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69.6249507,0.0,1.0,16.6883134,69.6249507,4.3515594,0.0,0.0,1.0,1.0,16.6883134,4.1720783,56.2892056,34.9748404,31.0429428,48.4667264,56.2892056,14.0723014,34.9748404,3.6842528,31.0429428,7.7607357,48.4667264,17.1761389,101.3776803,71.292025,69.8579621,95.5911086,101.3776803,25.3444201,71.292025,8.7108499,69.8579621,17.4644905,95.5911086,33.0099335,59.8570184,42.8914149,42.6149371,57.2384653,59.8570184,14.9642546,42.8914149,5.3427098,42.6149371,10.6537343,57.2384653,19.6897602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1
621,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,35.0,23.0,27.5,37.0,35.0,7.0,23.0,-1.0,27.5,5.5,37.0,13.0,65.0,52.0,65.0,78.0,65.0,13.0,52.0,0.0,65.0,13.0,78.0,26.0,95.0,71.0,87.5,109.0,95.0,19.0,71.0,-1.0,87.5,17.5,109.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,30.0,24.0,30.0,36.0,30.0,6.0,24.0,0.0,30.0,6.0,36.0,12.0,65.0,52.0,65.0,78.0,65.0,13.0,52.0,0.0,65.0,13.0,78.0,26.0,90.0,72.0,90.0,108.0,90.0,18.0,72.0,0.0,90.0,18.0,108.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,135.7398286,0.0,1.0,23.3014874,135.7398286,5.4295931,0.0,0.0,1.0,1.0,23.3014874,4.6602975,110.7157541,60.4015706,45.6742287,79.4073537,110.7157541,22.1431508,60.4015706,4.4780009,45.6742287,9.1348457,79.4073537,23.483784,197.4259923,134.5143126,118.5462482,168.4050234,197.4259923,39.4851985,134.5143126,13.3465782,118.5462482,23.7092496,168.4050234,47.237289,235.1535834,189.5298179,187.4813157,229.8969549,235.1535834,47.0307167,189.5298179,21.7591088,187.4813157,37.4962631,229.8969549,62.1262458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1
