id,BO-0_MD_BBavg,BO-1_MD_BBavg,BO-2_MD_BBavg,BO-3_MD_BBavg,BO-4_MD_BBavg,BO-5_MD_BBavg,BO-6_MD_BBavg,d-0_MD_BBavg,d-1_MD_BBavg,d-2_MD_BBavg,d-3_MD_BBavg,d-4_MD_BBavg,d-5_MD_BBavg,d-6_MD_BBavg,I-0_MD_BBavg,I-1_MD_BBavg,I-2_MD_BBavg,I-3_MD_BBavg,I-4_MD_BBavg,I-5_MD_BBavg,I-6_MD_BBavg
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,-4.0,-4.0,0.0,0,0.0,3.6731975,14.9667419,13.7890947,10.6865534,3.1269545,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,-3.0,0.0,0.0,0.0,0.0,0,0.0,3.2340541,15.1689505,6.0920226,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,4.2648975,7.4185718,18.3072817,1.08289,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,4.4306887,15.1274203,14.2689532,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,-1.0,-2.0,0.0,0.0,0.0,0,0.0,4.1260294,11.9951909,3.2919776,0.973772,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,4.5211523,19.178253,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,-4.0,-1.0,-1.0,0.0,0.0,0,0.0,4.1566636,5.9672392,20.0212892,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,5.0952568,18.5809488,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,4.683599,11.7449038,12.553491,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,-5.0,-3.0,0.0,0,0.0,3.5785517,14.9473605,14.2437348,11.0515363,3.2181871,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,10.0249676,10.8572705,3.7382485,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,4.1495023,7.131439,17.7498695,1.0527025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,7.1986662,8.3579103,26.0765424,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,4.9580519,20.1721524,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,-1.0,-1.0,0.0,0.0,0,0.0,7.2282429,8.0919311,14.3663006,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,4.0319651,14.2402979,3.2282346,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,-1.0,-2.0,-4.0,-4.0,0.0,0,0.0,4.1137795,7.2911275,13.1785986,10.8528983,2.9245956,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,3.9017898,11.6215889,14.5025247,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,-2.0,0.0,-10.0,-6.0,0.0,0,0.0,3.3642599,9.8426924,23.4955299,23.4793044,6.7794751,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,-3.0,0.0,-1.0,0.0,0.0,0,0.0,3.7189735,7.6170641,14.1756485,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-2.0,-5.0,-3.0,0.0,0,0.0,3.8930287,7.7417042,13.2700259,9.8586652,2.9193997,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-4.0,-3.0,0.0,0.0,0.0,0,0.0,3.8497669,13.9569528,3.3011522,0.9757982,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0.0,4.1052095,12.7267038,9.4401938,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,-4.0,0.0,-1.0,0.0,0.0,0,0.0,3.789651,11.8053529,20.2186639,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,3.9395752,10.0094863,19.0523763,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,-5.0,-2.0,0.0,0.0,0.0,0,0.0,6.6315623,11.4890386,7.8898733,1.2697523,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,-5.0,-3.0,0.0,0,0.0,3.8265867,7.7125667,21.2416407,9.869341,2.9226702,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,3.7687246,7.5199826,8.4882378,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-3.0,-2.0,0.0,0.0,0.0,0,0.0,6.6840431,9.4502266,6.5015034,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,4.8333098,13.7063091,3.1075225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,-3.0,0.0,0.0,0.0,0.0,0,0.0,5.6552163,12.9753878,11.4652477,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_iodide_1_smi1_1_s_1,0.0,-2.0,-1.0,0.0,0.0,0.0,0,0.0,4.7258359,16.4247963,4.7657835,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,-2.0,-1.0,0.0,0.0,0,0.0,7.2374732,7.9972829,15.2815843,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,2.8857381,12.8215572,3.3394458,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-5.0,-3.0,0.0,0.0,0.0,0,0.0,7.1270473,9.8070237,5.0057103,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,2.69041,12.0004384,13.2180774,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,3.1048634,15.0903171,3.8602794,1.1197799,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,-2.0,-1.0,0.0,0.0,0,0.0,7.1551338,17.0463498,8.3681995,1.2863393,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-2.0,0.0,-5.0,-4.0,0.0,0,0.0,4.0717205,15.3870165,12.0264448,12.0215247,3.4602736,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,0.0,-4.0,-2.0,0.0,0.0,0.0,0,0.0,10.3556277,11.1109335,4.7833729,1.3463008,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,3.5323821,18.6589225,12.7593308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,5.25587,17.3010912,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,-4.0,-1.0,-5.0,-4.0,0.0,0,0.0,3.8573294,9.1318692,15.6723858,9.9870056,2.9518654,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,6.8830712,22.7675477,12.0174113,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,-2.0,-1.0,-1.0,0.0,0.0,0,0.0,4.8684694,7.8134756,13.9432591,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,10.6151635,25.5699029,3.7519669,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,3.510327,14.6923803,7.3100571,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,-2.0,-5.0,-4.0,0.0,0,0.0,3.9778926,8.1380499,16.3652891,11.0503895,2.9700364,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,-5.0,-3.0,0.0,0.0,0.0,0,0.0,10.1583371,10.8540578,7.0925382,1.3234924,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-6.0,-2.0,0.0,0.0,0.0,0,0.0,7.0787686,10.6803139,5.8616078,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,4.3054488,6.7524452,14.4840637,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,-5.0,-2.0,0.0,0.0,0.0,0,0.0,7.8118252,14.4154287,1.9722332,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,-4.0,-2.0,0.0,0.0,0.0,0,0.0,3.8715361,14.174296,3.4389914,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-4.0,-1.0,-5.0,-3.0,0.0,0,0.0,3.8229489,8.3644312,19.9994583,9.8419814,2.9155492,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,-5.0,-3.0,0.0,0.0,0.0,0,0.0,7.2013996,9.0018515,9.3374629,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,3.8031012,19.1447355,3.0616103,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,-4.0,-2.0,0.0,0.0,0.0,0,0.0,3.8940616,11.8856648,12.1516259,0.9865684,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-2.0,-1.0,0.0,0.0,0,0.0,3.7694408,7.1207177,12.1045212,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,4.5459414,18.0304468,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,-0.5,2.5,0.75,0.0,0.0,0,0.0,3.6114991,12.153789,2.5232238,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,-6.0,-1.0,0.0,0.0,0.0,0,0.0,7.1905887,10.5789917,9.2418569,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,0.0,-1.0,0.0,0.0,0,0.0,7.9575117,16.3498515,11.0357208,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-3.0,0.0,0.0,0.0,0.0,0,0.0,3.2168817,15.5520142,2.8717736,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,4.5105313,12.5286779,2.3865617,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-1.0,0.0,0.0,0.0,0,0.0,3.5194668,13.9862598,6.160339,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,-4.0,-2.0,0.0,0.0,0.0,0,0.0,3.8725281,6.4316128,16.3195512,0.9730348,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,-2.0,-1.0,-1.0,0.0,0.0,0,0.0,4.716312,7.5698888,13.5842538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,3.7755949,12.9925294,2.5720384,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-5.0,-4.0,0.0,0.0,0.0,0,0.0,7.1499441,9.7619653,5.6995558,1.0914491,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,-4.0,-2.0,0.0,0.0,0.0,0,0.0,9.8286211,9.1760864,4.6392634,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-5.0,-2.0,0.0,0.0,0.0,0,0.0,10.2125403,9.5300198,6.1819504,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,-1.0,0.0,-4.0,-4.0,0.0,0,0.0,3.9114172,13.6644632,10.6506637,10.6483936,3.1174612,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,-3.0,0.0,-1.0,0.0,0.0,0,0.0,3.8820559,8.3647232,11.6417686,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,-4.0,0.0,0.0,0.0,0.0,0,0.0,7.099884,16.5332504,13.5487163,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,-2.0,-2.0,-5.0,-5.0,0.0,0,0.0,3.9404708,9.951187,15.5039288,12.7521818,3.3625224,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,-2.0,0.0,-5.0,-4.0,0.0,0,0.0,3.3949735,17.2280223,12.4783389,12.4729434,3.5732449,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-2.0,0.0,0.0,0.0,0.0,0,0.0,3.336096,21.4225641,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,-5.0,-4.0,0.0,0.0,0.0,0,0.0,7.195547,8.5868632,5.6947094,1.0905187,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,3.658942,17.6337742,9.4500719,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,-4.0,0.0,-10.0,-8.0,0.0,0,0.0,3.7253521,9.9801285,21.6202482,21.6064394,6.3112822,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-4.0,0.0,0.0,0.0,0,0.0,3.3426355,8.3380297,7.1824377,2.1006764,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,3.3012392,14.2028201,7.0649878,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-4.0,0.0,0.0,0.0,0,0.0,3.7616646,7.9888024,6.5869652,0.9619031,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-4.0,-5.0,0.0,0.0,0.0,0,0.0,3.7750279,8.4505157,6.5109143,1.9326535,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,-4.0,-1.0,0.0,0.0,0.0,0,0.0,3.4920705,20.3145308,3.1570158,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,3.6203672,20.5458811,10.9056563,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-2.0,0.0,-6.0,-4.0,0.0,0,0.0,4.3374816,7.5257136,20.2916791,10.9820607,3.2003542,0,0.0,0.0,0.0,0.0,0.0,0.0,0
