id,qnat-0_MR_AB,qnat-1_MR_AB,qnat-2_MR_AB,qnat-3_MR_AB,qnat-4_MR_AB,qnat-5_MR_AB,qnat-6_MR_AB,Vnat-0_MR_AB,Vnat-1_MR_AB,Vnat-2_MR_AB,Vnat-3_MR_AB,Vnat-4_MR_AB,Vnat-5_MR_AB,Vnat-6_MR_AB,Ns-0_MR_AB,Ns-1_MR_AB,Ns-2_MR_AB,Ns-3_MR_AB,Ns-4_MR_AB,Ns-5_MR_AB,Ns-6_MR_AB,Np-0_MR_AB,Np-1_MR_AB,Np-2_MR_AB,Np-3_MR_AB,Np-4_MR_AB,Np-5_MR_AB,Np-6_MR_AB,Nd-0_MR_AB,Nd-1_MR_AB,Nd-2_MR_AB,Nd-3_MR_AB,Nd-4_MR_AB,Nd-5_MR_AB,Nd-6_MR_AB,Nlp-0_MR_AB,Nlp-1_MR_AB,Nlp-2_MR_AB,Nlp-3_MR_AB,Nlp-4_MR_AB,Nlp-5_MR_AB,Nlp-6_MR_AB,LPde-0_MR_AB,LPde-1_MR_AB,LPde-2_MR_AB,LPde-3_MR_AB,LPde-4_MR_AB,LPde-5_MR_AB,LPde-6_MR_AB,LPe-0_MR_AB,LPe-1_MR_AB,LPe-2_MR_AB,LPe-3_MR_AB,LPe-4_MR_AB,LPe-5_MR_AB,LPe-6_MR_AB,LPocc-0_MR_AB,LPocc-1_MR_AB,LPocc-2_MR_AB,LPocc-3_MR_AB,LPocc-4_MR_AB,LPocc-5_MR_AB,LPocc-6_MR_AB,LPs-0_MR_AB,LPs-1_MR_AB,LPs-2_MR_AB,LPs-3_MR_AB,LPs-4_MR_AB,LPs-5_MR_AB,LPs-6_MR_AB,LPp-0_MR_AB,LPp-1_MR_AB,LPp-2_MR_AB,LPp-3_MR_AB,LPp-4_MR_AB,LPp-5_MR_AB,LPp-6_MR_AB,LPd-0_MR_AB,LPd-1_MR_AB,LPd-2_MR_AB,LPd-3_MR_AB,LPd-4_MR_AB,LPd-5_MR_AB,LPd-6_MR_AB,Nlv-0_MR_AB,Nlv-1_MR_AB,Nlv-2_MR_AB,Nlv-3_MR_AB,Nlv-4_MR_AB,Nlv-5_MR_AB,Nlv-6_MR_AB,LVde-0_MR_AB,LVde-1_MR_AB,LVde-2_MR_AB,LVde-3_MR_AB,LVde-4_MR_AB,LVde-5_MR_AB,LVde-6_MR_AB,LVe-0_MR_AB,LVe-1_MR_AB,LVe-2_MR_AB,LVe-3_MR_AB,LVe-4_MR_AB,LVe-5_MR_AB,LVe-6_MR_AB,LVocc-0_MR_AB,LVocc-1_MR_AB,LVocc-2_MR_AB,LVocc-3_MR_AB,LVocc-4_MR_AB,LVocc-5_MR_AB,LVocc-6_MR_AB,LVs-0_MR_AB,LVs-1_MR_AB,LVs-2_MR_AB,LVs-3_MR_AB,LVs-4_MR_AB,LVs-5_MR_AB,LVs-6_MR_AB,LVp-0_MR_AB,LVp-1_MR_AB,LVp-2_MR_AB,LVp-3_MR_AB,LVp-4_MR_AB,LVp-5_MR_AB,LVp-6_MR_AB,LVd-0_MR_AB,LVd-1_MR_AB,LVd-2_MR_AB,LVd-3_MR_AB,LVd-4_MR_AB,LVd-5_MR_AB,LVd-6_MR_AB,I-0_MR_AB,I-1_MR_AB,I-2_MR_AB,I-3_MR_AB,I-4_MR_AB,I-5_MR_AB,I-6_MR_AB
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,-48.327947,-989.036209,-13839.23845,-16493.939317,0.0,0.0,0.0,3312.419777,67788.997827,948547.784921,1130502.206482,0.0,0.0,0.0,265.818,5439.997,76119.982,90721.637,0.0,0.0,0.0,3.641,74.521,1042.739,1242.762,0.0,0.0,0.0,3055.089,62522.708,874858.428,1042677.448,0.0,0.0,0.0,1456.5,29808.2,417095.8,497104.9,0.0,0.0,0.0,33.21636,679.776092,9511.869586,11336.476375,0.0,0.0,0.0,-33.635115,-688.345951,-9631.784626,-11479.394023,0.0,0.0,0.0,716.857265,14670.554725,205279.951528,244657.614342,0.0,0.0,0.0,25.999212,532.076442,7445.159926,8873.321784,0.0,0.0,0.0,0.036413,0.745205,10.427395,12.427622,0.0,0.0,0.0,338.13541,6919.97456,96828.788612,115402.893683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.1,7452.1,104273.9,124276.2,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,-48.327947,-989.036209,-13839.23845,-16493.939317,0.0,0.0,0.0,3312.419777,67788.997827,948547.784921,1130502.206482,0.0,0.0,0.0,265.818,5439.997,76119.982,90721.637,0.0,0.0,0.0,3.641,74.521,1042.739,1242.762,0.0,0.0,0.0,3055.089,62522.708,874858.428,1042677.448,0.0,0.0,0.0,1456.5,29808.2,417095.8,497104.9,0.0,0.0,0.0,33.21636,679.776092,9511.869586,11336.476375,0.0,0.0,0.0,-33.635115,-688.345951,-9631.784626,-11479.394023,0.0,0.0,0.0,716.857265,14670.554725,205279.951528,244657.614342,0.0,0.0,0.0,25.999212,532.076442,7445.159926,8873.321784,0.0,0.0,0.0,0.036413,0.745205,10.427395,12.427622,0.0,0.0,0.0,338.13541,6919.97456,96828.788612,115402.893683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.1,7452.1,104273.9,124276.2,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,-102.988943,-12055.933605,-32428.017432,-45513.291022,-3590.393663,0.0,0.0,3552.364105,415841.394107,1118529.051278,1569875.134475,123842.28008,0.0,0.0,280.991,32892.927,88475.305,124176.642,9795.886,0.0,0.0,3.849,450.588,1211.99,1701.05,134.19,0.0,0.0,3283.36,384351.598,1033827.884,1450995.561,114464.262,0.0,0.0,1539.7,180235.2,484796.2,680420.0,53676.1,0.0,0.0,22.579352,2643.149444,7109.536188,9978.358691,787.15986,0.0,0.0,-59.231345,-6933.648763,-18650.109592,-26175.755802,-2064.919184,0.0,0.0,762.108943,89212.827264,239964.420222,336794.271042,26568.591048,0.0,0.0,18.514607,2167.328474,5829.674236,8182.050001,645.454983,0.0,0.0,0.038492,4.50588,12.119905,17.010499,1.341902,0.0,0.0,366.36596,42886.96967,115357.254418,161905.929117,12772.225625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.9,45058.8,121199.0,170105.0,13419.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,-102.988943,-12055.933605,-32428.017432,-45513.291022,-3590.393663,0.0,0.0,3552.364105,415841.394107,1118529.051278,1569875.134475,123842.28008,0.0,0.0,280.991,32892.927,88475.305,124176.642,9795.886,0.0,0.0,3.849,450.588,1211.99,1701.05,134.19,0.0,0.0,3283.36,384351.598,1033827.884,1450995.561,114464.262,0.0,0.0,1539.7,180235.2,484796.2,680420.0,53676.1,0.0,0.0,22.579352,2643.149444,7109.536188,9978.358691,787.15986,0.0,0.0,-59.231345,-6933.648763,-18650.109592,-26175.755802,-2064.919184,0.0,0.0,762.108943,89212.827264,239964.420222,336794.271042,26568.591048,0.0,0.0,18.514607,2167.328474,5829.674236,8182.050001,645.454983,0.0,0.0,0.038492,4.50588,12.119905,17.010499,1.341902,0.0,0.0,366.36596,42886.96967,115357.254418,161905.929117,12772.225625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.9,45058.8,121199.0,170105.0,13419.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,-54.546454,-616.740071,-16441.246536,-15302.900388,0.0,0.0,0.0,3063.085587,34633.372024,923267.08598,859342.642759,0.0,0.0,0.0,251.706,2845.967,75868.67,70615.734,0.0,0.0,0.0,3.356,37.946,1011.582,941.543,0.0,0.0,0.0,2819.112,31874.833,849729.102,790896.224,0.0,0.0,0.0,1342.4,15178.5,404632.9,376617.2,0.0,0.0,0.0,34.903287,394.640788,10520.455545,9792.048486,0.0,0.0,0.0,-34.631444,-391.567144,-10438.517382,-9715.783493,0.0,0.0,0.0,661.575018,7480.226414,199410.176946,185603.571331,0.0,0.0,0.0,23.99601,271.315542,7232.813187,6732.033334,0.0,0.0,0.0,0.033561,0.379462,10.115823,9.415431,0.0,0.0,0.0,311.578955,3522.927961,93915.297385,87412.863597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.6,3794.6,101158.2,94154.3,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,-54.546454,-616.740071,-16441.246536,-15302.900388,0.0,0.0,0.0,3063.085587,34633.372024,923267.08598,859342.642759,0.0,0.0,0.0,251.706,2845.967,75868.67,70615.734,0.0,0.0,0.0,3.356,37.946,1011.582,941.543,0.0,0.0,0.0,2819.112,31874.833,849729.102,790896.224,0.0,0.0,0.0,1342.4,15178.5,404632.9,376617.2,0.0,0.0,0.0,34.903287,394.640788,10520.455545,9792.048486,0.0,0.0,0.0,-34.631444,-391.567144,-10438.517382,-9715.783493,0.0,0.0,0.0,661.575018,7480.226414,199410.176946,185603.571331,0.0,0.0,0.0,23.99601,271.315542,7232.813187,6732.033334,0.0,0.0,0.0,0.033561,0.379462,10.115823,9.415431,0.0,0.0,0.0,311.578955,3522.927961,93915.297385,87412.863597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.6,3794.6,101158.2,94154.3,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,-32.319946,-2971.359419,-13607.544299,-7089.785484,-1348.872763,0.0,0.0,2913.907463,267892.349818,1226831.393979,639202.13791,121611.909944,0.0,0.0,228.285,20987.517,96113.773,50077.076,9527.454,0.0,0.0,3.215,295.599,1353.715,705.311,134.189,0.0,0.0,2694.401,247711.818,1134413.263,591050.561,112450.793,0.0,0.0,1286.1,118239.5,541486.0,282124.4,53675.8,0.0,0.0,15.005689,1379.55973,6317.788425,3291.686117,626.262354,0.0,0.0,-51.827021,-4764.757508,-21820.53388,-11368.906905,-2163.000404,0.0,0.0,636.476589,58514.970391,267973.321156,139619.120139,26563.346487,0.0,0.0,21.703108,1995.292089,9137.577002,4760.848788,905.779064,0.0,0.0,0.064306,5.911977,27.074302,14.106219,2.68379,0.0,0.0,299.760108,27558.678731,126206.859833,65756.138146,12510.486239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.5,29559.9,135371.5,70531.1,13418.9,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,-32.319946,-2971.359419,-13607.544299,-7089.785484,-1348.872763,0.0,0.0,2913.907463,267892.349818,1226831.393979,639202.13791,121611.909944,0.0,0.0,228.285,20987.517,96113.773,50077.076,9527.454,0.0,0.0,3.215,295.599,1353.715,705.311,134.189,0.0,0.0,2694.401,247711.818,1134413.263,591050.561,112450.793,0.0,0.0,1286.1,118239.5,541486.0,282124.4,53675.8,0.0,0.0,15.005689,1379.55973,6317.788425,3291.686117,626.262354,0.0,0.0,-51.827021,-4764.757508,-21820.53388,-11368.906905,-2163.000404,0.0,0.0,636.476589,58514.970391,267973.321156,139619.120139,26563.346487,0.0,0.0,21.703108,1995.292089,9137.577002,4760.848788,905.779064,0.0,0.0,0.064306,5.911977,27.074302,14.106219,2.68379,0.0,0.0,299.760108,27558.678731,126206.859833,65756.138146,12510.486239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.5,29559.9,135371.5,70531.1,13418.9,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,-46.19395,-1360.859002,-20912.840464,-8907.181226,0.0,0.0,0.0,2955.611246,87071.363028,1338058.91852,569905.044643,0.0,0.0,0.0,230.402,6787.565,104307.107,44426.404,0.0,0.0,0.0,3.245,95.6,1469.114,625.724,0.0,0.0,0.0,2732.371,80494.786,1236994.146,526859.613,0.0,0.0,0.0,1298.0,38239.8,587645.7,250289.6,0.0,0.0,0.0,36.653366,1079.796447,16593.644752,7067.552648,0.0,0.0,0.0,-19.379717,-570.920264,-8773.54993,-3736.823764,0.0,0.0,0.0,641.773015,18906.427972,290542.305594,123747.559505,0.0,0.0,0.0,23.299793,686.40447,10548.239869,4492.698363,0.0,0.0,0.0,0.032451,0.955995,14.691142,6.25724,0.0,0.0,0.0,301.177413,8872.590372,136348.487777,58073.445002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.5,9560.0,146911.4,62572.4,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,-46.19395,-1360.859002,-20912.840464,-8907.181226,0.0,0.0,0.0,2955.611246,87071.363028,1338058.91852,569905.044643,0.0,0.0,0.0,230.402,6787.565,104307.107,44426.404,0.0,0.0,0.0,3.245,95.6,1469.114,625.724,0.0,0.0,0.0,2732.371,80494.786,1236994.146,526859.613,0.0,0.0,0.0,1298.0,38239.8,587645.7,250289.6,0.0,0.0,0.0,36.653366,1079.796447,16593.644752,7067.552648,0.0,0.0,0.0,-19.379717,-570.920264,-8773.54993,-3736.823764,0.0,0.0,0.0,641.773015,18906.427972,290542.305594,123747.559505,0.0,0.0,0.0,23.299793,686.40447,10548.239869,4492.698363,0.0,0.0,0.0,0.032451,0.955995,14.691142,6.25724,0.0,0.0,0.0,301.177413,8872.590372,136348.487777,58073.445002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.5,9560.0,146911.4,62572.4,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,-50.760933,-1075.180062,-23319.475428,-5731.577935,-2112.411712,0.0,0.0,2941.038332,62294.871325,1351107.384571,332081.967155,122391.049177,0.0,0.0,232.183,4917.919,106664.267,26216.48,9662.261,0.0,0.0,3.225,68.304,1481.448,364.118,134.198,0.0,0.0,2715.247,57512.332,1247379.348,306587.169,112994.769,0.0,0.0,1289.9,27321.8,592579.3,145647.1,53679.2,0.0,0.0,27.242765,577.03584,12515.274024,3076.066984,1133.705238,0.0,0.0,-43.972815,-931.399233,-20201.027059,-4965.110013,-1829.924789,0.0,0.0,638.76028,13529.74186,293445.250791,72124.449357,26581.952353,0.0,0.0,15.640082,331.276494,7185.023558,1765.971221,650.860606,0.0,0.0,0.032248,0.683044,14.814482,3.641178,1.341981,0.0,0.0,306.803579,6498.483646,140944.977586,34642.165347,12767.60373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.5,6830.4,148144.8,36411.8,13419.8,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,-50.760933,-1075.180062,-23319.475428,-5731.577935,-2112.411712,0.0,0.0,2941.038332,62294.871325,1351107.384571,332081.967155,122391.049177,0.0,0.0,232.183,4917.919,106664.267,26216.48,9662.261,0.0,0.0,3.225,68.304,1481.448,364.118,134.198,0.0,0.0,2715.247,57512.332,1247379.348,306587.169,112994.769,0.0,0.0,1289.9,27321.8,592579.3,145647.1,53679.2,0.0,0.0,27.242765,577.03584,12515.274024,3076.066984,1133.705238,0.0,0.0,-43.972815,-931.399233,-20201.027059,-4965.110013,-1829.924789,0.0,0.0,638.76028,13529.74186,293445.250791,72124.449357,26581.952353,0.0,0.0,15.640082,331.276494,7185.023558,1765.971221,650.860606,0.0,0.0,0.032248,0.683044,14.814482,3.641178,1.341981,0.0,0.0,306.803579,6498.483646,140944.977586,34642.165347,12767.60373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.5,6830.4,148144.8,36411.8,13419.8,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,-72.137496,-1345.897689,-10727.915533,-27261.774163,-2722.713267,0.0,0.0,3261.457424,60850.296482,485027.090922,1232550.626909,123098.442681,0.0,0.0,263.094,4908.646,39125.961,99426.875,9930.053,0.0,0.0,3.555,66.333,528.729,1343.606,134.19,0.0,0.0,3007.803,56117.765,447304.906,1136691.027,113524.664,0.0,0.0,1422.1,26533.2,211491.7,537442.6,53676.0,0.0,0.0,52.156583,973.105919,7756.457411,19710.70611,1968.565975,0.0,0.0,-20.823525,-388.512704,-3096.766943,-7869.502774,-785.950301,0.0,0.0,700.978073,13078.424154,104245.835893,264909.471631,26457.285159,0.0,0.0,20.691978,386.058381,3077.203963,7819.789336,780.985274,0.0,0.0,0.035553,0.663331,5.287292,13.436064,1.341899,0.0,0.0,334.804731,6246.583804,49790.429067,126527.416115,12636.663793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.5,6633.3,52872.9,134360.6,13419.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,-72.137496,-1345.897689,-10727.915533,-27261.774163,-2722.713267,0.0,0.0,3261.457424,60850.296482,485027.090922,1232550.626909,123098.442681,0.0,0.0,263.094,4908.646,39125.961,99426.875,9930.053,0.0,0.0,3.555,66.333,528.729,1343.606,134.19,0.0,0.0,3007.803,56117.765,447304.906,1136691.027,113524.664,0.0,0.0,1422.1,26533.2,211491.7,537442.6,53676.0,0.0,0.0,52.156583,973.105919,7756.457411,19710.70611,1968.565975,0.0,0.0,-20.823525,-388.512704,-3096.766943,-7869.502774,-785.950301,0.0,0.0,700.978073,13078.424154,104245.835893,264909.471631,26457.285159,0.0,0.0,20.691978,386.058381,3077.203963,7819.789336,780.985274,0.0,0.0,0.035553,0.663331,5.287292,13.436064,1.341899,0.0,0.0,334.804731,6246.583804,49790.429067,126527.416115,12636.663793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.5,6633.3,52872.9,134360.6,13419.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,-90.625988,-1307.206967,-12908.634744,-28493.590366,-18335.809369,-6733.340212,0.0,4948.902502,71383.936806,704914.516286,1555977.519585,1001281.579975,367694.132824,0.0,384.513,5546.295,54769.515,120894.282,77796.251,28568.612,0.0,5.416,78.117,771.402,1702.736,1095.722,402.375,0.0,4576.25,66008.718,651834.371,1438812.23,925884.96,340006.722,0.0,2166.3,31246.7,308560.6,681094.5,438288.7,160949.9,0.0,63.071009,909.748556,8983.743291,19830.067731,12760.776617,4686.057135,0.0,-37.184059,-536.350128,-5296.443537,-11690.987896,-7523.226194,-2762.705503,0.0,1068.074985,15406.122315,152135.056508,335811.963576,216097.166721,79355.959315,0.0,36.71831,529.632081,5230.102998,11544.552569,7428.994115,2728.101269,0.0,0.108314,1.562337,15.428032,34.054727,21.914437,8.047496,0.0,504.741372,7280.488187,71894.631179,158695.02941,102121.276035,37501.333077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.6,7811.7,77140.2,170273.6,109572.2,40237.5,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,-90.625988,-1307.206967,-12908.634744,-28493.590366,-18335.809369,-6733.340212,0.0,4948.902502,71383.936806,704914.516286,1555977.519585,1001281.579975,367694.132824,0.0,384.513,5546.295,54769.515,120894.282,77796.251,28568.612,0.0,5.416,78.117,771.402,1702.736,1095.722,402.375,0.0,4576.25,66008.718,651834.371,1438812.23,925884.96,340006.722,0.0,2166.3,31246.7,308560.6,681094.5,438288.7,160949.9,0.0,63.071009,909.748556,8983.743291,19830.067731,12760.776617,4686.057135,0.0,-37.184059,-536.350128,-5296.443537,-11690.987896,-7523.226194,-2762.705503,0.0,1068.074985,15406.122315,152135.056508,335811.963576,216097.166721,79355.959315,0.0,36.71831,529.632081,5230.102998,11544.552569,7428.994115,2728.101269,0.0,0.108314,1.562337,15.428032,34.054727,21.914437,8.047496,0.0,504.741372,7280.488187,71894.631179,158695.02941,102121.276035,37501.333077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.6,7811.7,77140.2,170273.6,109572.2,40237.5,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,-81.737058,-1292.414527,-40577.903774,0.0,0.0,0.0,0.0,3636.473031,57499.385423,1805306.640998,0.0,0.0,0.0,0.0,297.847,4709.508,147864.288,0.0,0.0,0.0,0.0,7.943,125.587,3943.048,0.0,0.0,0.0,0.0,3347.796,52934.868,1661994.601,0.0,0.0,0.0,0.0,1588.5,25117.4,788609.5,0.0,0.0,0.0,0.0,22.807109,360.622711,11322.461441,0.0,0.0,0.0,0.0,-58.342198,-922.498388,-28963.656804,0.0,0.0,0.0,0.0,786.783712,12440.510217,390594.36109,0.0,0.0,0.0,0.0,24.899978,393.714852,12361.454507,0.0,0.0,0.0,0.0,0.039713,0.627934,19.715238,0.0,0.0,0.0,0.0,372.149434,5884.373012,184751.499499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.1,6279.3,197152.4,0.0,0.0,0.0,0.0
