id,qnat-0_MR_AA,qnat-1_MR_AA,qnat-2_MR_AA,qnat-3_MR_AA,qnat-4_MR_AA,qnat-5_MR_AA,qnat-6_MR_AA,Vnat-0_MR_AA,Vnat-1_MR_AA,Vnat-2_MR_AA,Vnat-3_MR_AA,Vnat-4_MR_AA,Vnat-5_MR_AA,Vnat-6_MR_AA,Ns-0_MR_AA,Ns-1_MR_AA,Ns-2_MR_AA,Ns-3_MR_AA,Ns-4_MR_AA,Ns-5_MR_AA,Ns-6_MR_AA,Np-0_MR_AA,Np-1_MR_AA,Np-2_MR_AA,Np-3_MR_AA,Np-4_MR_AA,Np-5_MR_AA,Np-6_MR_AA,Nd-0_MR_AA,Nd-1_MR_AA,Nd-2_MR_AA,Nd-3_MR_AA,Nd-4_MR_AA,Nd-5_MR_AA,Nd-6_MR_AA,Nlp-0_MR_AA,Nlp-1_MR_AA,Nlp-2_MR_AA,Nlp-3_MR_AA,Nlp-4_MR_AA,Nlp-5_MR_AA,Nlp-6_MR_AA,LPde-0_MR_AA,LPde-1_MR_AA,LPde-2_MR_AA,LPde-3_MR_AA,LPde-4_MR_AA,LPde-5_MR_AA,LPde-6_MR_AA,LPe-0_MR_AA,LPe-1_MR_AA,LPe-2_MR_AA,LPe-3_MR_AA,LPe-4_MR_AA,LPe-5_MR_AA,LPe-6_MR_AA,LPocc-0_MR_AA,LPocc-1_MR_AA,LPocc-2_MR_AA,LPocc-3_MR_AA,LPocc-4_MR_AA,LPocc-5_MR_AA,LPocc-6_MR_AA,LPs-0_MR_AA,LPs-1_MR_AA,LPs-2_MR_AA,LPs-3_MR_AA,LPs-4_MR_AA,LPs-5_MR_AA,LPs-6_MR_AA,LPp-0_MR_AA,LPp-1_MR_AA,LPp-2_MR_AA,LPp-3_MR_AA,LPp-4_MR_AA,LPp-5_MR_AA,LPp-6_MR_AA,LPd-0_MR_AA,LPd-1_MR_AA,LPd-2_MR_AA,LPd-3_MR_AA,LPd-4_MR_AA,LPd-5_MR_AA,LPd-6_MR_AA,Nlv-0_MR_AA,Nlv-1_MR_AA,Nlv-2_MR_AA,Nlv-3_MR_AA,Nlv-4_MR_AA,Nlv-5_MR_AA,Nlv-6_MR_AA,LVde-0_MR_AA,LVde-1_MR_AA,LVde-2_MR_AA,LVde-3_MR_AA,LVde-4_MR_AA,LVde-5_MR_AA,LVde-6_MR_AA,LVe-0_MR_AA,LVe-1_MR_AA,LVe-2_MR_AA,LVe-3_MR_AA,LVe-4_MR_AA,LVe-5_MR_AA,LVe-6_MR_AA,LVocc-0_MR_AA,LVocc-1_MR_AA,LVocc-2_MR_AA,LVocc-3_MR_AA,LVocc-4_MR_AA,LVocc-5_MR_AA,LVocc-6_MR_AA,LVs-0_MR_AA,LVs-1_MR_AA,LVs-2_MR_AA,LVs-3_MR_AA,LVs-4_MR_AA,LVs-5_MR_AA,LVs-6_MR_AA,LVp-0_MR_AA,LVp-1_MR_AA,LVp-2_MR_AA,LVp-3_MR_AA,LVp-4_MR_AA,LVp-5_MR_AA,LVp-6_MR_AA,LVd-0_MR_AA,LVd-1_MR_AA,LVd-2_MR_AA,LVd-3_MR_AA,LVd-4_MR_AA,LVd-5_MR_AA,LVd-6_MR_AA,I-0_MR_AA,I-1_MR_AA,I-2_MR_AA,I-3_MR_AA,I-4_MR_AA,I-5_MR_AA,I-6_MR_AA
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,-0.06216,3.633911,-2.330313,-1.85555,-2.169888,-2.252806,1.0,8.640369,16.339474,134.681431,122.855236,78.558825,35.942187,1.0,2.275,5.285,14.004,12.595,7.604,2.724,1.0,0.013,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,17.0,15.0,9.0,3.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,-0.06216,3.633911,-2.330313,-1.85555,-2.169888,-2.252806,1.0,8.640369,16.339474,134.681431,122.855236,78.558825,35.942187,1.0,2.275,5.285,14.004,12.595,7.604,2.724,1.0,0.013,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,17.0,15.0,9.0,3.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,-0.065951,1.678732,-10.552902,-1.95131,0.0,0.0,1.0,7.766239,13.283846,219.463716,35.336021,0.0,0.0,1.0,2.12,4.331,17.862,2.793,0.0,0.0,1.0,0.012,0.019,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,19.0,3.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,-0.065951,1.678732,-10.552902,-1.95131,0.0,0.0,1.0,7.766239,13.283846,219.463716,35.336021,0.0,0.0,1.0,2.12,4.331,17.862,2.793,0.0,0.0,1.0,0.012,0.019,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,19.0,3.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,4.467251,-0.174454,4.690099,0.433358,0.0,0.0,1.0,11.479585,46.089762,144.649362,11.713157,0.0,0.0,1.0,3.62,6.64,12.153,0.934,0.0,0.0,1.0,0.035,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,6.0,9.0,13.0,1.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,4.467251,-0.174454,4.690099,0.433358,0.0,0.0,1.0,11.479585,46.089762,144.649362,11.713157,0.0,0.0,1.0,3.62,6.64,12.153,0.934,0.0,0.0,1.0,0.035,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,6.0,9.0,13.0,1.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,-0.926693,0.943123,-13.214528,0.0,0.0,0.0,1.0,7.77582,26.762132,217.848114,0.0,0.0,0.0,1.0,2.196,5.556,19.165,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,19.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,-0.926693,0.943123,-13.214528,0.0,0.0,0.0,1.0,7.77582,26.762132,217.848114,0.0,0.0,0.0,1.0,2.196,5.556,19.165,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,19.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,-1.130909,2.504243,-1.998013,-6.978651,0.0,0.0,1.0,8.737127,11.66518,135.239145,89.323078,0.0,0.0,1.0,2.453,4.278,13.862,7.688,0.0,0.0,1.0,0.015,0.018,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,15.0,8.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,-1.130909,2.504243,-1.998013,-6.978651,0.0,0.0,1.0,8.737127,11.66518,135.239145,89.323078,0.0,0.0,1.0,2.453,4.278,13.862,7.688,0.0,0.0,1.0,0.015,0.018,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,7.0,15.0,8.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,-0.915217,1.676985,0.467844,-2.478732,-2.815958,-3.0541,1.0,8.852053,16.057369,129.270736,123.334361,79.357318,36.272407,1.0,2.325,5.478,14.435,13.116,7.947,2.842,1.0,0.014,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,17.0,15.0,9.0,3.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,-0.915217,1.676985,0.467844,-2.478732,-2.815958,-3.0541,1.0,8.852053,16.057369,129.270736,123.334361,79.357318,36.272407,1.0,2.325,5.478,14.435,13.116,7.947,2.842,1.0,0.014,0.023,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,8.0,17.0,15.0,9.0,3.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,-0.056898,0.61999,-3.457726,-2.222191,0.0,0.0,1.0,7.094304,10.868195,139.717828,53.98226,0.0,0.0,1.0,2.091,3.872,13.401,4.663,0.0,0.0,1.0,0.024,0.034,0.0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,4.0,6.0,15.0,5.0,0.0,0.0
