id,qnat-0_FS_AA,qnat-1_FS_AA,qnat-2_FS_AA,qnat-3_FS_AA,qnat-4_FS_AA,qnat-5_FS_AA,qnat-6_FS_AA,Vnat-0_FS_AA,Vnat-1_FS_AA,Vnat-2_FS_AA,Vnat-3_FS_AA,Vnat-4_FS_AA,Vnat-5_FS_AA,Vnat-6_FS_AA,Ns-0_FS_AA,Ns-1_FS_AA,Ns-2_FS_AA,Ns-3_FS_AA,Ns-4_FS_AA,Ns-5_FS_AA,Ns-6_FS_AA,Np-0_FS_AA,Np-1_FS_AA,Np-2_FS_AA,Np-3_FS_AA,Np-4_FS_AA,Np-5_FS_AA,Np-6_FS_AA,Nd-0_FS_AA,Nd-1_FS_AA,Nd-2_FS_AA,Nd-3_FS_AA,Nd-4_FS_AA,Nd-5_FS_AA,Nd-6_FS_AA,Nlp-0_FS_AA,Nlp-1_FS_AA,Nlp-2_FS_AA,Nlp-3_FS_AA,Nlp-4_FS_AA,Nlp-5_FS_AA,Nlp-6_FS_AA,LPde-0_FS_AA,LPde-1_FS_AA,LPde-2_FS_AA,LPde-3_FS_AA,LPde-4_FS_AA,LPde-5_FS_AA,LPde-6_FS_AA,LPe-0_FS_AA,LPe-1_FS_AA,LPe-2_FS_AA,LPe-3_FS_AA,LPe-4_FS_AA,LPe-5_FS_AA,LPe-6_FS_AA,LPocc-0_FS_AA,LPocc-1_FS_AA,LPocc-2_FS_AA,LPocc-3_FS_AA,LPocc-4_FS_AA,LPocc-5_FS_AA,LPocc-6_FS_AA,LPs-0_FS_AA,LPs-1_FS_AA,LPs-2_FS_AA,LPs-3_FS_AA,LPs-4_FS_AA,LPs-5_FS_AA,LPs-6_FS_AA,LPp-0_FS_AA,LPp-1_FS_AA,LPp-2_FS_AA,LPp-3_FS_AA,LPp-4_FS_AA,LPp-5_FS_AA,LPp-6_FS_AA,LPd-0_FS_AA,LPd-1_FS_AA,LPd-2_FS_AA,LPd-3_FS_AA,LPd-4_FS_AA,LPd-5_FS_AA,LPd-6_FS_AA,Nlv-0_FS_AA,Nlv-1_FS_AA,Nlv-2_FS_AA,Nlv-3_FS_AA,Nlv-4_FS_AA,Nlv-5_FS_AA,Nlv-6_FS_AA,LVde-0_FS_AA,LVde-1_FS_AA,LVde-2_FS_AA,LVde-3_FS_AA,LVde-4_FS_AA,LVde-5_FS_AA,LVde-6_FS_AA,LVe-0_FS_AA,LVe-1_FS_AA,LVe-2_FS_AA,LVe-3_FS_AA,LVe-4_FS_AA,LVe-5_FS_AA,LVe-6_FS_AA,LVocc-0_FS_AA,LVocc-1_FS_AA,LVocc-2_FS_AA,LVocc-3_FS_AA,LVocc-4_FS_AA,LVocc-5_FS_AA,LVocc-6_FS_AA,LVs-0_FS_AA,LVs-1_FS_AA,LVs-2_FS_AA,LVs-3_FS_AA,LVs-4_FS_AA,LVs-5_FS_AA,LVs-6_FS_AA,LVp-0_FS_AA,LVp-1_FS_AA,LVp-2_FS_AA,LVp-3_FS_AA,LVp-4_FS_AA,LVp-5_FS_AA,LVp-6_FS_AA,LVd-0_FS_AA,LVd-1_FS_AA,LVd-2_FS_AA,LVd-3_FS_AA,LVd-4_FS_AA,LVd-5_FS_AA,LVd-6_FS_AA,I-0_FS_AA,I-1_FS_AA,I-2_FS_AA,I-3_FS_AA,I-4_FS_AA,I-5_FS_AA,I-6_FS_AA
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2e-05,-24.74386,-17.28596,-7.9972,13.1671,-89.74832,-45.61122,290.77646,821.30714,1285.43694,1829.13302,2209.26484,2770.07278,2948.54264,96.06,213.18,351.2,495.84,678.4,782.46,950.34,178.62,543.02,803.22,1052.22,1335.92,1844.54,1955.12,16.98,67.84,135.7,288.18,204.38,152.54,51.0,14.0,48.0,98.0,166.0,158.0,152.0,84.0,0.26046,1.04184,2.08368,4.42782,3.12552,2.34414,0.78138,-1.50526,-4.30532,-9.0809,-8.4269,-14.40294,-19.92224,-14.50668,13.61462,41.84768,87.3556,114.81022,145.6104,164.67546,108.74562,2.0054,4.9272,9.2056,12.0798,23.0688,26.2836,19.2222,4.1234,11.5924,25.8394,20.143,40.4886,54.8596,41.1432,1.8708,7.4788,14.951,31.7728,22.4386,16.8526,5.6322,2.0,4.0,8.0,14.0,32.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1759,-0.3518,-0.7036,-1.2313,-2.8144,-2.1108,-1.5831,1.4786,2.9572,5.9144,10.3502,23.6576,17.7432,13.3074,0.0012,0.0024,0.0048,0.0084,0.0192,0.0144,0.0108,1.9984,3.9968,7.9936,13.9888,31.9744,23.9808,17.9856,0.0006,0.0012,0.0024,0.0042,0.0096,0.0072,0.0054,108.0,224.0,376.0,536.0,736.0,836.0,1060.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,-32.5214,25.1258,-40.11808,-3.32106,-65.2351,25.61362,191.18594,570.05416,853.94138,1407.54266,1709.79236,1613.55522,1033.05838,73.4,160.1,287.1,401.54,597.26,609.3,538.68,101.5,344.5,452.26,691.72,966.12,1008.0,495.9,16.92,67.6,118.86,319.82,152.52,0.9,0.18,18.0,44.0,92.0,184.0,238.0,126.0,18.0,1.30306,1.63366,4.34998,10.44382,23.65614,10.73574,0.0,-1.36552,-3.02468,-4.99204,-10.53384,-15.34518,-14.55372,-4.80582,13.9425,37.26438,75.00794,123.45462,156.99652,120.44574,30.5883,1.1018,2.9694,4.6922,5.5582,8.0208,15.2622,6.4674,5.0196,11.5206,28.1648,24.8016,63.0772,56.6874,11.5128,1.8788,7.5102,13.1436,35.6416,16.9058,0.0522,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,156.0,296.0,412.0,612.0,636.0,648.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,-32.5214,25.1258,-40.11808,-3.32106,-65.2351,25.61362,191.18594,570.05416,853.94138,1407.54266,1709.79236,1613.55522,1033.05838,73.4,160.1,287.1,401.54,597.26,609.3,538.68,101.5,344.5,452.26,691.72,966.12,1008.0,495.9,16.92,67.6,118.86,319.82,152.52,0.9,0.18,18.0,44.0,92.0,184.0,238.0,126.0,18.0,1.30306,1.63366,4.34998,10.44382,23.65614,10.73574,0.0,-1.36552,-3.02468,-4.99204,-10.53384,-15.34518,-14.55372,-4.80582,13.9425,37.26438,75.00794,123.45462,156.99652,120.44574,30.5883,1.1018,2.9694,4.6922,5.5582,8.0208,15.2622,6.4674,5.0196,11.5206,28.1648,24.8016,63.0772,56.6874,11.5128,1.8788,7.5102,13.1436,35.6416,16.9058,0.0522,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,156.0,296.0,412.0,612.0,636.0,648.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,-0.0,-24.05514,16.76648,-60.99762,25.10788,1.08258,-46.74182,203.00634,620.98804,933.68816,1436.12984,1629.993,1334.19722,880.20434,70.34,160.36,287.28,389.88,561.1,469.4,323.76,116.44,361.66,548.54,832.26,906.5,868.52,557.92,17.08,101.86,102.92,220.52,170.44,1.86,0.2,26.0,88.0,130.0,230.0,278.0,164.0,20.0,1.54558,3.85012,6.5618,10.60166,19.52332,13.5584,0.0,-3.27492,-7.76786,-13.14414,-23.24676,-30.32516,-30.36508,-9.7732,24.78926,70.78404,119.4039,202.06124,247.72902,188.1003,39.5456,2.4594,5.656,10.0122,20.4886,20.033,19.1312,10.758,9.6812,23.206,48.8424,71.3706,101.369,84.822,9.232,1.8596,11.1396,11.147,24.1436,18.6016,0.0462,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,152.0,284.0,372.0,568.0,444.0,340.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,-0.0,-24.05514,16.76648,-60.99762,25.10788,1.08258,-46.74182,203.00634,620.98804,933.68816,1436.12984,1629.993,1334.19722,880.20434,70.34,160.36,287.28,389.88,561.1,469.4,323.76,116.44,361.66,548.54,832.26,906.5,868.52,557.92,17.08,101.86,102.92,220.52,170.44,1.86,0.2,26.0,88.0,130.0,230.0,278.0,164.0,20.0,1.54558,3.85012,6.5618,10.60166,19.52332,13.5584,0.0,-3.27492,-7.76786,-13.14414,-23.24676,-30.32516,-30.36508,-9.7732,24.78926,70.78404,119.4039,202.06124,247.72902,188.1003,39.5456,2.4594,5.656,10.0122,20.4886,20.033,19.1312,10.758,9.6812,23.206,48.8424,71.3706,101.369,84.822,9.232,1.8596,11.1396,11.147,24.1436,18.6016,0.0462,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,152.0,284.0,372.0,568.0,444.0,340.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,6e-05,-18.72098,14.14462,-38.27578,14.69992,-18.93772,-10.6417,165.92876,465.19018,690.07054,966.67996,974.2237,803.82266,656.6273,56.58,123.32,211.12,255.02,345.12,253.12,255.58,94.38,281.6,388.62,499.38,554.82,552.58,402.06,16.88,67.42,101.4,235.36,84.54,0.7,0.1,20.0,52.0,100.0,184.0,192.0,52.0,0.0,0.98578,1.61684,3.92372,6.70332,12.24306,4.10068,0.0,-1.06364,-2.7148,-5.66656,-8.58632,-10.76196,-3.11592,0.0,10.53264,27.79554,54.2415,94.88176,101.04894,27.47882,0.0,0.159,0.6132,0.9312,2.1652,0.8634,0.038,0.0,3.9908,7.9882,19.9666,23.9464,47.8758,15.9562,0.0,1.8502,7.3986,11.1022,25.8884,9.2608,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,120.0,212.0,256.0,352.0,252.0,288.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,6e-05,-18.72098,14.14462,-38.27578,14.69992,-18.93772,-10.6417,165.92876,465.19018,690.07054,966.67996,974.2237,803.82266,656.6273,56.58,123.32,211.12,255.02,345.12,253.12,255.58,94.38,281.6,388.62,499.38,554.82,552.58,402.06,16.88,67.42,101.4,235.36,84.54,0.7,0.1,20.0,52.0,100.0,184.0,192.0,52.0,0.0,0.98578,1.61684,3.92372,6.70332,12.24306,4.10068,0.0,-1.06364,-2.7148,-5.66656,-8.58632,-10.76196,-3.11592,0.0,10.53264,27.79554,54.2415,94.88176,101.04894,27.47882,0.0,0.159,0.6132,0.9312,2.1652,0.8634,0.038,0.0,3.9908,7.9882,19.9666,23.9464,47.8758,15.9562,0.0,1.8502,7.3986,11.1022,25.8884,9.2608,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,120.0,212.0,256.0,352.0,252.0,288.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,-6e-05,-16.1504,-17.53616,12.95224,-8.0088,-58.90626,-37.60014,306.59928,824.34402,1303.21624,1664.12158,2070.87876,2646.25634,2881.31916,94.68,209.2,344.14,458.56,558.64,723.38,870.04,196.24,551.42,847.26,995.98,1287.98,1783.04,1969.82,16.82,66.98,117.18,217.34,234.22,150.98,51.52,22.0,52.0,94.0,128.0,166.0,186.0,186.0,1.09236,2.06368,3.67072,4.34192,5.6731,6.88976,9.8765,-2.89708,-6.5143,-12.67326,-14.3763,-21.14476,-29.38928,-28.03064,20.88388,49.7056,92.32302,119.05738,163.32946,200.91026,187.45082,2.3168,5.5414,10.0762,13.4376,21.4278,29.075,23.4738,7.8212,15.0292,28.9276,28.4388,44.5802,70.177,80.8744,1.862,7.4294,12.9962,24.1236,25.992,16.748,5.6518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,216.0,356.0,492.0,584.0,748.0,924.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,-6e-05,-16.1504,-17.53616,12.95224,-8.0088,-58.90626,-37.60014,306.59928,824.34402,1303.21624,1664.12158,2070.87876,2646.25634,2881.31916,94.68,209.2,344.14,458.56,558.64,723.38,870.04,196.24,551.42,847.26,995.98,1287.98,1783.04,1969.82,16.82,66.98,117.18,217.34,234.22,150.98,51.52,22.0,52.0,94.0,128.0,166.0,186.0,186.0,1.09236,2.06368,3.67072,4.34192,5.6731,6.88976,9.8765,-2.89708,-6.5143,-12.67326,-14.3763,-21.14476,-29.38928,-28.03064,20.88388,49.7056,92.32302,119.05738,163.32946,200.91026,187.45082,2.3168,5.5414,10.0762,13.4376,21.4278,29.075,23.4738,7.8212,15.0292,28.9276,28.4388,44.5802,70.177,80.8744,1.862,7.4294,12.9962,24.1236,25.992,16.748,5.6518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,216.0,356.0,492.0,584.0,748.0,924.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,6e-05,-28.15984,-2.54824,1.75164,-48.17626,-27.4692,3.64208,211.1312,619.66656,953.98178,1265.98086,1652.78586,1746.19628,1449.70868,76.88,168.7,298.4,371.72,493.16,634.5,588.08,117.92,385.28,540.36,629.0,929.06,1115.7,863.76,16.98,67.82,119.02,270.58,236.56,1.04,0.68,16.0,50.0,100.0,166.0,176.0,72.0,44.0,0.58368,1.68696,3.438,5.12844,4.60884,1.6194,3.56268,-1.53388,-3.8357,-9.29834,-9.01428,-13.66668,-13.7465,-6.37406,13.86266,38.99176,84.31844,115.3832,147.87634,100.0518,39.09664,1.7962,4.483,10.0714,12.7474,24.314,22.0008,0.0132,4.3376,10.056,24.8688,21.418,35.5772,39.986,21.9692,1.8662,7.461,13.0598,29.8346,26.1088,0.0132,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,168.0,308.0,396.0,512.0,676.0,660.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,6e-05,-28.15984,-2.54824,1.75164,-48.17626,-27.4692,3.64208,211.1312,619.66656,953.98178,1265.98086,1652.78586,1746.19628,1449.70868,76.88,168.7,298.4,371.72,493.16,634.5,588.08,117.92,385.28,540.36,629.0,929.06,1115.7,863.76,16.98,67.82,119.02,270.58,236.56,1.04,0.68,16.0,50.0,100.0,166.0,176.0,72.0,44.0,0.58368,1.68696,3.438,5.12844,4.60884,1.6194,3.56268,-1.53388,-3.8357,-9.29834,-9.01428,-13.66668,-13.7465,-6.37406,13.86266,38.99176,84.31844,115.3832,147.87634,100.0518,39.09664,1.7962,4.483,10.0714,12.7474,24.314,22.0008,0.0132,4.3376,10.056,24.8688,21.418,35.5772,39.986,21.9692,1.8662,7.461,13.0598,29.8346,26.1088,0.0132,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,168.0,308.0,396.0,512.0,676.0,660.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,-2e-05,-31.61084,-3.72304,-29.6085,-15.4583,-37.71716,42.52536,191.21288,589.21696,915.36038,1433.14476,1843.62292,1418.72862,818.68806,72.3,158.44,294.8,408.84,644.78,547.0,446.04,102.5,348.06,521.46,725.14,1051.68,874.62,374.04,16.94,84.5,102.08,303.96,152.82,0.36,0.0,20.0,60.0,112.0,210.0,270.0,108.0,0.0,0.8648,1.29352,3.67356,6.47496,14.60178,6.81858,0.0,-2.26672,-6.14464,-13.71988,-15.65556,-33.00678,-17.6085,0.0,15.1458,45.06522,95.04318,128.10252,206.56566,100.76382,0.0,1.5708,4.2638,8.4766,10.2984,23.9112,12.7404,0.0,4.5836,10.5116,32.4512,22.4958,67.4694,41.2488,0.0,1.8454,9.2238,11.0696,33.2052,16.6176,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,156.0,300.0,420.0,648.0,576.0,540.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,-2e-05,-31.61084,-3.72304,-29.6085,-15.4583,-37.71716,42.52536,191.21288,589.21696,915.36038,1433.14476,1843.62292,1418.72862,818.68806,72.3,158.44,294.8,408.84,644.78,547.0,446.04,102.5,348.06,521.46,725.14,1051.68,874.62,374.04,16.94,84.5,102.08,303.96,152.82,0.36,0.0,20.0,60.0,112.0,210.0,270.0,108.0,0.0,0.8648,1.29352,3.67356,6.47496,14.60178,6.81858,0.0,-2.26672,-6.14464,-13.71988,-15.65556,-33.00678,-17.6085,0.0,15.1458,45.06522,95.04318,128.10252,206.56566,100.76382,0.0,1.5708,4.2638,8.4766,10.2984,23.9112,12.7404,0.0,4.5836,10.5116,32.4512,22.4958,67.4694,41.2488,0.0,1.8454,9.2238,11.0696,33.2052,16.6176,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,156.0,300.0,420.0,648.0,576.0,540.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,6e-05,-5.4313,-14.50832,6.88646,0.5364,-5.47164,3.05972,179.12756,478.99424,770.95188,866.47814,902.33368,746.06798,401.60092,52.72,115.88,201.02,235.48,267.12,232.7,141.72,110.64,283.32,474.52,487.48,573.32,515.08,260.28,16.48,81.92,98.4,147.52,66.26,0.94,0.4,30.0,84.0,140.0,168.0,170.0,110.0,40.0,1.98214,3.93652,7.91408,8.7359,12.15476,10.26794,3.91944,-3.78186,-8.0664,-13.46216,-17.33784,-22.49544,-20.24712,-7.96416,25.11266,60.52732,100.06304,125.57976,146.73284,117.69096,45.0168,2.2702,5.0138,5.264,11.0744,14.9044,13.7738,4.4504,9.9382,20.0494,41.998,42.8338,59.9176,50.1908,19.5344,1.7912,8.9352,10.7352,16.0888,7.1762,0.035,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,108.0,184.0,228.0,240.0,208.0,144.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,6e-05,-5.4313,-14.50832,6.88646,0.5364,-5.47164,3.05972,179.12756,478.99424,770.95188,866.47814,902.33368,746.06798,401.60092,52.72,115.88,201.02,235.48,267.12,232.7,141.72,110.64,283.32,474.52,487.48,573.32,515.08,260.28,16.48,81.92,98.4,147.52,66.26,0.94,0.4,30.0,84.0,140.0,168.0,170.0,110.0,40.0,1.98214,3.93652,7.91408,8.7359,12.15476,10.26794,3.91944,-3.78186,-8.0664,-13.46216,-17.33784,-22.49544,-20.24712,-7.96416,25.11266,60.52732,100.06304,125.57976,146.73284,117.69096,45.0168,2.2702,5.0138,5.264,11.0744,14.9044,13.7738,4.4504,9.9382,20.0494,41.998,42.8338,59.9176,50.1908,19.5344,1.7912,8.9352,10.7352,16.0888,7.1762,0.035,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,108.0,184.0,228.0,240.0,208.0,144.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,-0.0,-7.64242,-3.50786,2.83226,3.38774,-5.83322,-5.5823,175.10556,451.4227,677.94278,838.64226,825.76616,749.80274,551.14934,52.54,111.12,173.74,233.92,243.76,231.52,181.42,106.34,274.64,405.76,473.44,484.64,487.22,371.02,16.9,67.36,101.22,134.86,101.32,34.2,0.36,16.0,46.0,72.0,100.0,94.0,66.0,30.0,0.23012,0.92048,1.38072,1.84096,1.38072,0.46024,0.0,-2.77334,-5.05572,-8.35748,-12.65684,-15.14836,-16.9983,-10.74914,18.16122,39.68902,63.9546,93.58344,103.66214,98.88736,56.63144,3.7752,6.1998,9.463,16.0462,22.2194,24.8688,15.1752,4.3514,8.3128,15.3064,20.9768,24.5424,25.3722,14.8126,1.8736,7.4876,11.2308,14.9776,11.2392,3.7606,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,112.0,176.0,240.0,244.0,224.0,184.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,-0.0,-7.64242,-3.50786,2.83226,3.38774,-5.83322,-5.5823,175.10556,451.4227,677.94278,838.64226,825.76616,749.80274,551.14934,52.54,111.12,173.74,233.92,243.76,231.52,181.42,106.34,274.64,405.76,473.44,484.64,487.22,371.02,16.9,67.36,101.22,134.86,101.32,34.2,0.36,16.0,46.0,72.0,100.0,94.0,66.0,30.0,0.23012,0.92048,1.38072,1.84096,1.38072,0.46024,0.0,-2.77334,-5.05572,-8.35748,-12.65684,-15.14836,-16.9983,-10.74914,18.16122,39.68902,63.9546,93.58344,103.66214,98.88736,56.63144,3.7752,6.1998,9.463,16.0462,22.2194,24.8688,15.1752,4.3514,8.3128,15.3064,20.9768,24.5424,25.3722,14.8126,1.8736,7.4876,11.2308,14.9776,11.2392,3.7606,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,112.0,176.0,240.0,244.0,224.0,184.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1,-2e-05,-31.7207,-3.85954,-30.03626,-15.39214,-37.41916,42.71148,191.23296,589.38632,915.60258,1433.7653,1843.6829,1418.4939,818.63118,72.36,158.54,295.34,408.96,645.38,547.56,446.22,102.48,348.04,521.38,725.02,1051.32,874.44,374.04,16.98,84.7,102.32,304.68,153.18,0.36,0.0,20.0,60.0,112.0,210.0,270.0,108.0,0.0,0.81392,1.2288,3.46312,6.12816,13.71708,6.3918,0.0,-2.26254,-6.18544,-13.74794,-15.70524,-32.83182,-17.50608,0.0,15.16656,45.10012,95.16068,128.22978,206.89794,100.94076,0.0,1.577,4.2602,8.54,10.2474,24.0282,12.8502,0.0,4.571,10.4846,32.3504,22.4364,67.2912,41.1354,0.0,1.8516,9.254,11.1064,33.3144,16.6752,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,156.0,300.0,420.0,648.0,576.0,540.0
