id,qnat-0_MD_AA,qnat-1_MD_AA,qnat-2_MD_AA,qnat-3_MD_AA,qnat-4_MD_AA,qnat-5_MD_AA,qnat-6_MD_AA,Vnat-0_MD_AA,Vnat-1_MD_AA,Vnat-2_MD_AA,Vnat-3_MD_AA,Vnat-4_MD_AA,Vnat-5_MD_AA,Vnat-6_MD_AA,Ns-0_MD_AA,Ns-1_MD_AA,Ns-2_MD_AA,Ns-3_MD_AA,Ns-4_MD_AA,Ns-5_MD_AA,Ns-6_MD_AA,Np-0_MD_AA,Np-1_MD_AA,Np-2_MD_AA,Np-3_MD_AA,Np-4_MD_AA,Np-5_MD_AA,Np-6_MD_AA,Nd-0_MD_AA,Nd-1_MD_AA,Nd-2_MD_AA,Nd-3_MD_AA,Nd-4_MD_AA,Nd-5_MD_AA,Nd-6_MD_AA,Nlp-0_MD_AA,Nlp-1_MD_AA,Nlp-2_MD_AA,Nlp-3_MD_AA,Nlp-4_MD_AA,Nlp-5_MD_AA,Nlp-6_MD_AA,LPde-0_MD_AA,LPde-1_MD_AA,LPde-2_MD_AA,LPde-3_MD_AA,LPde-4_MD_AA,LPde-5_MD_AA,LPde-6_MD_AA,LPe-0_MD_AA,LPe-1_MD_AA,LPe-2_MD_AA,LPe-3_MD_AA,LPe-4_MD_AA,LPe-5_MD_AA,LPe-6_MD_AA,LPocc-0_MD_AA,LPocc-1_MD_AA,LPocc-2_MD_AA,LPocc-3_MD_AA,LPocc-4_MD_AA,LPocc-5_MD_AA,LPocc-6_MD_AA,LPs-0_MD_AA,LPs-1_MD_AA,LPs-2_MD_AA,LPs-3_MD_AA,LPs-4_MD_AA,LPs-5_MD_AA,LPs-6_MD_AA,LPp-0_MD_AA,LPp-1_MD_AA,LPp-2_MD_AA,LPp-3_MD_AA,LPp-4_MD_AA,LPp-5_MD_AA,LPp-6_MD_AA,LPd-0_MD_AA,LPd-1_MD_AA,LPd-2_MD_AA,LPd-3_MD_AA,LPd-4_MD_AA,LPd-5_MD_AA,LPd-6_MD_AA,Nlv-0_MD_AA,Nlv-1_MD_AA,Nlv-2_MD_AA,Nlv-3_MD_AA,Nlv-4_MD_AA,Nlv-5_MD_AA,Nlv-6_MD_AA,LVde-0_MD_AA,LVde-1_MD_AA,LVde-2_MD_AA,LVde-3_MD_AA,LVde-4_MD_AA,LVde-5_MD_AA,LVde-6_MD_AA,LVe-0_MD_AA,LVe-1_MD_AA,LVe-2_MD_AA,LVe-3_MD_AA,LVe-4_MD_AA,LVe-5_MD_AA,LVe-6_MD_AA,LVocc-0_MD_AA,LVocc-1_MD_AA,LVocc-2_MD_AA,LVocc-3_MD_AA,LVocc-4_MD_AA,LVocc-5_MD_AA,LVocc-6_MD_AA,LVs-0_MD_AA,LVs-1_MD_AA,LVs-2_MD_AA,LVs-3_MD_AA,LVs-4_MD_AA,LVs-5_MD_AA,LVs-6_MD_AA,LVp-0_MD_AA,LVp-1_MD_AA,LVp-2_MD_AA,LVp-3_MD_AA,LVp-4_MD_AA,LVp-5_MD_AA,LVp-6_MD_AA,LVd-0_MD_AA,LVd-1_MD_AA,LVd-2_MD_AA,LVd-3_MD_AA,LVd-4_MD_AA,LVd-5_MD_AA,LVd-6_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-1.21001,1.22525,1.78574,-4.39064,-1.54004,-0.96793,0.0,19.22422,30.65661,58.93071,161.70791,64.26222,24.86434,0.0,-1.97,-2.32,-3.72,-2.26,-1.05,-0.15,0.0,-12.24,-25.43,-37.42,-19.37,-9.69,0.03,0.0,33.39,58.5,100.31,183.92,75.24,25.08,0.0,9.0,19.0,34.0,66.0,27.0,9.0,0.0,0.33906,0.87115,1.22531,2.7379,1.12005,0.37335,0.0,-0.05282,0.01885,-0.62937,-1.4971,-0.61245,-0.20415,0.0,4.99829,10.44001,21.92341,43.22736,17.68392,5.89464,0.0,0.109,0.1097,0.7955,1.4586,0.5967,0.1989,0.0,-1.8426,-1.6444,-0.9985,0.0,0.0,0.0,0.0,3.7332,6.534,11.2018,20.5392,8.4024,2.8008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,-1.21001,1.22525,1.78574,-4.39064,-1.54004,-0.96793,0.0,19.22422,30.65661,58.93071,161.70791,64.26222,24.86434,0.0,-1.97,-2.32,-3.72,-2.26,-1.05,-0.15,0.0,-12.24,-25.43,-37.42,-19.37,-9.69,0.03,0.0,33.39,58.5,100.31,183.92,75.24,25.08,0.0,9.0,19.0,34.0,66.0,27.0,9.0,0.0,0.33906,0.87115,1.22531,2.7379,1.12005,0.37335,0.0,-0.05282,0.01885,-0.62937,-1.4971,-0.61245,-0.20415,0.0,4.99829,10.44001,21.92341,43.22736,17.68392,5.89464,0.0,0.109,0.1097,0.7955,1.4586,0.5967,0.1989,0.0,-1.8426,-1.6444,-0.9985,0.0,0.0,0.0,0.0,3.7332,6.534,11.2018,20.5392,8.4024,2.8008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,2.31632,1.66156,2.94002,-0.30708,0.0,0.0,0.0,19.61706,35.2048,55.7916,56.06653,0.0,0.0,0.0,-2.69,-1.76,-3.08,-0.31,0.0,0.0,0.0,-18.0,-19.4,-21.6,0.07,0.0,0.0,0.0,40.34,56.47,80.68,56.49,0.0,0.0,0.0,17.0,28.0,37.0,28.0,0.0,0.0,0.0,0.37223,0.63665,0.63095,0.63665,0.0,0.0,0.0,0.05344,-0.651,-0.78484,-0.651,0.0,0.0,0.0,6.81301,13.83186,18.11345,13.83186,0.0,0.0,0.0,0.0778,0.7238,1.0339,0.7238,0.0,0.0,0.0,-1.5595,0.0007,-0.9971,0.0007,0.0,0.0,0.0,4.4822,6.2762,8.9642,6.2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,2.31632,1.66156,2.94002,-0.30708,0.0,0.0,0.0,19.61706,35.2048,55.7916,56.06653,0.0,0.0,0.0,-2.69,-1.76,-3.08,-0.31,0.0,0.0,0.0,-18.0,-19.4,-21.6,0.07,0.0,0.0,0.0,40.34,56.47,80.68,56.49,0.0,0.0,0.0,17.0,28.0,37.0,28.0,0.0,0.0,0.0,0.37223,0.63665,0.63095,0.63665,0.0,0.0,0.0,0.05344,-0.651,-0.78484,-0.651,0.0,0.0,0.0,6.81301,13.83186,18.11345,13.83186,0.0,0.0,0.0,0.0778,0.7238,1.0339,0.7238,0.0,0.0,0.0,-1.5595,0.0007,-0.9971,0.0007,0.0,0.0,0.0,4.4822,6.2762,8.9642,6.2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,-2.03929,4.42708,-7.76953,-1.22205,0.0,0.0,0.0,15.05824,31.3574,141.8474,22.86639,0.0,0.0,0.0,-2.45,-3.1,-0.35,-0.11,0.0,0.0,0.0,-13.1,-26.67,-2.79,0.09,0.0,0.0,0.0,33.55,67.27,159.79,25.23,0.0,0.0,0.0,8.0,23.0,57.0,9.0,0.0,0.0,0.0,-0.02132,0.43512,1.03341,0.16317,0.0,0.0,0.0,-0.31111,-0.8495,-2.52662,-0.39894,0.0,0.0,0.0,4.67242,14.19759,37.58903,5.93511,0.0,0.0,0.0,0.0855,0.2962,1.1628,0.1836,0.0,0.0,0.0,-1.8395,-0.8057,0.0,0.0,0.0,0.0,0.0,3.754,7.5095,17.8372,2.8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,-2.03929,4.42708,-7.76953,-1.22205,0.0,0.0,0.0,15.05824,31.3574,141.8474,22.86639,0.0,0.0,0.0,-2.45,-3.1,-0.35,-0.11,0.0,0.0,0.0,-13.1,-26.67,-2.79,0.09,0.0,0.0,0.0,33.55,67.27,159.79,25.23,0.0,0.0,0.0,8.0,23.0,57.0,9.0,0.0,0.0,0.0,-0.02132,0.43512,1.03341,0.16317,0.0,0.0,0.0,-0.31111,-0.8495,-2.52662,-0.39894,0.0,0.0,0.0,4.67242,14.19759,37.58903,5.93511,0.0,0.0,0.0,0.0855,0.2962,1.1628,0.1836,0.0,0.0,0.0,-1.8395,-0.8057,0.0,0.0,0.0,0.0,0.0,3.754,7.5095,17.8372,2.8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,-1.24872,1.87056,-1.81013,-4.18978,-0.3908,0.0,0.0,19.29029,31.02263,98.4601,96.86333,8.36259,0.0,0.0,-2.07,-2.79,-1.72,-0.57,-0.02,0.0,0.0,-12.24,-24.87,-17.14,-3.11,0.01,0.0,0.0,33.59,58.86,117.74,100.92,8.41,0.0,0.0,14.0,27.0,56.0,48.0,4.0,0.0,0.0,0.52556,0.91973,1.83946,1.57668,0.13139,0.0,0.0,0.17244,0.01909,-0.93604,-0.80232,-0.06686,0.0,0.0,4.71138,11.83013,27.61626,23.67108,1.97259,0.0,0.0,-0.4847,-0.0501,0.9674,0.8292,0.0691,0.0,0.0,-1.2381,-0.4644,0.0028,0.0024,0.0002,0.0,0.0,3.7226,6.5144,13.0298,11.1684,0.9307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,-1.24872,1.87056,-1.81013,-4.18978,-0.3908,0.0,0.0,19.29029,31.02263,98.4601,96.86333,8.36259,0.0,0.0,-2.07,-2.79,-1.72,-0.57,-0.02,0.0,0.0,-12.24,-24.87,-17.14,-3.11,0.01,0.0,0.0,33.59,58.86,117.74,100.92,8.41,0.0,0.0,14.0,27.0,56.0,48.0,4.0,0.0,0.0,0.52556,0.91973,1.83946,1.57668,0.13139,0.0,0.0,0.17244,0.01909,-0.93604,-0.80232,-0.06686,0.0,0.0,4.71138,11.83013,27.61626,23.67108,1.97259,0.0,0.0,-0.4847,-0.0501,0.9674,0.8292,0.0691,0.0,0.0,-1.2381,-0.4644,0.0028,0.0024,0.0002,0.0,0.0,3.7226,6.5144,13.0298,11.1684,0.9307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,0.55454,1.70092,0.53418,-1.43184,0.0,0.0,0.0,15.39157,20.1668,53.20504,85.01779,0.0,0.0,0.0,-2.46,-1.98,-1.36,-0.85,0.0,0.0,0.0,-14.9,-18.71,-18.95,-3.94,0.0,0.0,0.0,32.78,40.99,73.8,90.19,0.0,0.0,0.0,7.0,13.0,27.0,32.0,0.0,0.0,0.0,-0.12793,0.3056,0.55008,0.67232,0.0,0.0,0.0,-0.03796,-0.15608,-1.21662,-1.23211,0.0,0.0,0.0,4.2662,6.64743,17.74476,19.77067,0.0,0.0,0.0,0.1041,0.0916,0.8046,0.6875,0.0,0.0,0.0,-1.7454,-1.6424,0.0018,-0.7008,0.0,0.0,0.0,3.6414,4.5508,8.1936,10.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,0.55454,1.70092,0.53418,-1.43184,0.0,0.0,0.0,15.39157,20.1668,53.20504,85.01779,0.0,0.0,0.0,-2.46,-1.98,-1.36,-0.85,0.0,0.0,0.0,-14.9,-18.71,-18.95,-3.94,0.0,0.0,0.0,32.78,40.99,73.8,90.19,0.0,0.0,0.0,7.0,13.0,27.0,32.0,0.0,0.0,0.0,-0.12793,0.3056,0.55008,0.67232,0.0,0.0,0.0,-0.03796,-0.15608,-1.21662,-1.23211,0.0,0.0,0.0,4.2662,6.64743,17.74476,19.77067,0.0,0.0,0.0,0.1041,0.0916,0.8046,0.6875,0.0,0.0,0.0,-1.7454,-1.6424,0.0018,-0.7008,0.0,0.0,0.0,3.6414,4.5508,8.1936,10.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,-1.83153,3.40446,-8.48468,0.0,0.0,0.0,0.0,19.9042,33.47893,152.01158,0.0,0.0,0.0,0.0,-2.04,-4.35,-0.36,0.0,0.0,0.0,0.0,-11.98,-29.87,0.18,0.0,0.0,0.0,0.0,33.83,67.74,152.46,0.0,0.0,0.0,0.0,14.0,30.0,72.0,0.0,0.0,0.0,0.0,0.43928,0.87856,1.97676,0.0,0.0,0.0,0.0,0.05362,-0.05424,-1.83528,0.0,0.0,0.0,0.0,4.69864,11.842,35.5221,0.0,0.0,0.0,0.0,-0.4146,-0.4467,1.3302,0.0,0.0,0.0,0.0,-1.289,-0.9594,0.0036,0.0,0.0,0.0,0.0,3.7036,7.4061,16.6662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,-1.83153,3.40446,-8.48468,0.0,0.0,0.0,0.0,19.9042,33.47893,152.01158,0.0,0.0,0.0,0.0,-2.04,-4.35,-0.36,0.0,0.0,0.0,0.0,-11.98,-29.87,0.18,0.0,0.0,0.0,0.0,33.83,67.74,152.46,0.0,0.0,0.0,0.0,14.0,30.0,72.0,0.0,0.0,0.0,0.0,0.43928,0.87856,1.97676,0.0,0.0,0.0,0.0,0.05362,-0.05424,-1.83528,0.0,0.0,0.0,0.0,4.69864,11.842,35.5221,0.0,0.0,0.0,0.0,-0.4146,-0.4467,1.3302,0.0,0.0,0.0,0.0,-1.289,-0.9594,0.0036,0.0,0.0,0.0,0.0,3.7036,7.4061,16.6662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,2.3858,3.52623,1.36001,-0.14135,0.0,0.0,0.0,12.49206,25.28924,103.02501,16.04849,0.0,0.0,0.0,-2.89,-2.37,-1.39,0.08,0.0,0.0,0.0,-16.53,-20.24,-7.15,0.04,0.0,0.0,0.0,32.03,48.04,112.14,16.02,0.0,0.0,0.0,6.0,17.0,42.0,6.0,0.0,0.0,0.0,-0.41369,0.2727,0.6363,0.0909,0.0,0.0,0.0,0.17682,-0.52088,-1.82266,-0.26038,0.0,0.0,0.0,2.98549,10.13866,27.6787,3.9541,0.0,0.0,0.0,0.326,0.3462,1.6744,0.2392,0.0,0.0,0.0,-2.8461,-0.6263,0.0028,0.0004,0.0,0.0,0.0,3.5201,5.2801,12.3228,1.7604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,2.3858,3.52623,1.36001,-0.14135,0.0,0.0,0.0,12.49206,25.28924,103.02501,16.04849,0.0,0.0,0.0,-2.89,-2.37,-1.39,0.08,0.0,0.0,0.0,-16.53,-20.24,-7.15,0.04,0.0,0.0,0.0,32.03,48.04,112.14,16.02,0.0,0.0,0.0,6.0,17.0,42.0,6.0,0.0,0.0,0.0,-0.41369,0.2727,0.6363,0.0909,0.0,0.0,0.0,0.17682,-0.52088,-1.82266,-0.26038,0.0,0.0,0.0,2.98549,10.13866,27.6787,3.9541,0.0,0.0,0.0,0.326,0.3462,1.6744,0.2392,0.0,0.0,0.0,-2.8461,-0.6263,0.0028,0.0004,0.0,0.0,0.0,3.5201,5.2801,12.3228,1.7604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,1.66012,1.60211,1.58049,-0.67944,0.0,0.0,0.0,21.29189,35.26631,69.12487,56.46238,0.0,0.0,0.0,-2.52,-1.9,-2.53,-0.46,0.0,0.0,0.0,-16.89,-19.75,-17.72,0.07,0.0,0.0,0.0,40.74,57.04,89.63,57.05,0.0,0.0,0.0,18.0,28.0,42.0,28.0,0.0,0.0,0.0,0.60785,0.85099,1.17546,0.85099,0.0,0.0,0.0,0.1983,-0.32256,-0.21815,-0.32256,0.0,0.0,0.0,6.73741,13.81723,19.93375,13.81723,0.0,0.0,0.0,-0.3643,0.6426,1.0088,0.6426,0.0,0.0,0.0,-1.1761,0.0007,-0.9971,0.0007,0.0,0.0,0.0,4.54,6.356,9.9872,6.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,1.66012,1.60211,1.58049,-0.67944,0.0,0.0,0.0,21.29189,35.26631,69.12487,56.46238,0.0,0.0,0.0,-2.52,-1.9,-2.53,-0.46,0.0,0.0,0.0,-16.89,-19.75,-17.72,0.07,0.0,0.0,0.0,40.74,57.04,89.63,57.05,0.0,0.0,0.0,18.0,28.0,42.0,28.0,0.0,0.0,0.0,0.60785,0.85099,1.17546,0.85099,0.0,0.0,0.0,0.1983,-0.32256,-0.21815,-0.32256,0.0,0.0,0.0,6.73741,13.81723,19.93375,13.81723,0.0,0.0,0.0,-0.3643,0.6426,1.0088,0.6426,0.0,0.0,0.0,-1.1761,0.0007,-0.9971,0.0007,0.0,0.0,0.0,4.54,6.356,9.9872,6.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,0.57211,2.94387,-1.28832,-1.83004,0.0,0.0,0.0,23.36865,23.87584,100.77994,65.51079,0.0,0.0,0.0,-3.96,-2.75,-1.45,-0.3,0.0,0.0,0.0,-22.06,-22.66,-12.68,0.16,0.0,0.0,0.0,49.45,49.49,115.5,66.0,0.0,0.0,0.0,11.0,16.0,42.0,24.0,0.0,0.0,0.0,-0.22729,0.44472,1.03768,0.59296,0.0,0.0,0.0,0.30681,-0.17022,-1.60552,-0.91744,0.0,0.0,0.0,4.66715,8.62121,27.60282,15.77304,0.0,0.0,0.0,-0.0619,0.2304,1.3496,0.7712,0.0,0.0,0.0,-3.3564,-1.649,0.0042,0.0024,0.0,0.0,0.0,5.4183,5.4186,12.6462,7.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,0.57211,2.94387,-1.28832,-1.83004,0.0,0.0,0.0,23.36865,23.87584,100.77994,65.51079,0.0,0.0,0.0,-3.96,-2.75,-1.45,-0.3,0.0,0.0,0.0,-22.06,-22.66,-12.68,0.16,0.0,0.0,0.0,49.45,49.49,115.5,66.0,0.0,0.0,0.0,11.0,16.0,42.0,24.0,0.0,0.0,0.0,-0.22729,0.44472,1.03768,0.59296,0.0,0.0,0.0,0.30681,-0.17022,-1.60552,-0.91744,0.0,0.0,0.0,4.66715,8.62121,27.60282,15.77304,0.0,0.0,0.0,-0.0619,0.2304,1.3496,0.7712,0.0,0.0,0.0,-3.3564,-1.649,0.0042,0.0024,0.0,0.0,0.0,5.4183,5.4186,12.6462,7.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
